"ID";"Ano";"Número";"Tipo de Matéria Legislativa/Sigla";"Tipo de Matéria Legislativa/Descrição";"Autorias";"Texto Original";"Ementa"  
"25561";"2026";"91";"REQ";"REQUERIMENTO";"ALEXANDRE GUIMARÃES";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25561/91r.pdf";"SOLICITAR A CONSTRUÇÃO DE UMA CALÇADA LIGANDO A AVENIDA PREFEITO MARCELO PUPPI À RUA PARAÍBA."
"25562";"2026";"93";"REQ";"REQUERIMENTO";"ALEXANDRE GUIMARÃES";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25562/93r.pdf";"SOLICITAR A REALIZAÇÃO DE DRAGAGEM DO RIO LOCALIZADO NA RUA SÍLVIO DALLAGRANA, NO TRECHO AO LADO DA ESTAÇÃO DE TRATAMENTO DE ESGOTO, ESTENDENDO-SE ATÉ A REPRESA DO PASSAÚNA."
"25563";"2026";"94";"REQ";"REQUERIMENTO";"RAFAEL FREITAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25563/94r.pdf";"PRODUÇÃO DE UM PLANO DE APLICAÇÃO DETALHADO REFERENTE ÀS EMENDAS IMPOSITIVAS RECEBIDAS PELA SECRETARIA DE SAÚDE NA LOA 2026, EM ESPECÍFICO ÀQUELAS DIRECIONADAS À VIGILÂNCIA AMBIENTAL."
"25564";"2026";"95";"REQ";"REQUERIMENTO";"RAFAEL FREITAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25564/95r.pdf";"AQUISIÇÃO DE MATERIAIS PARA MANEJO E TRANSPORTE DE ANIMAIS PARA A VIGILÂNCIA AMBIENTAL."
"25565";"2026";"96";"REQ";"REQUERIMENTO";"RAFAEL FREITAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25565/96r.pdf";"APRIMORAMENTO DA ILUMINAÇÃO DA PRAÇA SAGRADO CORAÇÃO."
"25566";"2026";"97";"REQ";"REQUERIMENTO";"RAFAEL FREITAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25566/97r.pdf";"DESTINAÇÃO DE 1 (UM) VEÍCULO DA FROTA DA SAÚDE PARA UTILIZAÇÃO EXCLUSIVA DA VIGILÂNCIA AMBIENTAL."
"25567";"2026";"98";"REQ";"REQUERIMENTO";"ROGERIO DAS TINTAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25567/98r.pdf";"AMPLIAÇÃO DA LINHA DE ÓNIBUS ITAMBEZINO EM 2 KM, AVANÇANDO ATÉ A RUA CASEMIRO KARMAN."
"25568";"2026";"100";"REQ";"REQUERIMENTO";"ROGERIO DAS TINTAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25568/100r.pdf";"REVITALIZAÇÃO ASFÁLTICA NA RUA FLORINDO ZANETTI E TODA SUA EXTENSÃO, OURO VERDE."
"25569";"2026";"103";"REQ";"REQUERIMENTO";"ROGERIO DAS TINTAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25569/103r.pdf";"REDUÇÃO DE TARIFA DE ÓNIBUS NO FINAL DE SEMANA."
"25570";"2026";"107";"REQ";"REQUERIMENTO";"ROGERIO DAS TINTAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25570/107r.pdf";"ROÇADA NA RUA JOÃO TIGRINHO DE FREITAS COM ANTÓNIO VIDAL, BAIRRO BOM JESUS."
"25571";"2026";"108";"REQ";"REQUERIMENTO";"SARGENTO LEANDRO CHRESTANI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25571/108r.pdf";"SOLICITANDO INSTALAÇÃO DE REDUTOR DE VELOCIDADE (TACHÓESITARTARUGAS) NA AV. BOM JESUS ESQUINA COM A RUA JOÃO GIONEDIS, BAIRRO BOM JESUS, CAMPO LARGO."
"25572";"2026";"109";"REQ";"REQUERIMENTO";"SARGENTO LEANDRO CHRESTANI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25572/109r.pdf";"SOLICITANDO UMA PLACA INDICATIVA E A IMPLANTAÇÃO DE UMA COBERTURA DE PONTO DE ÔNIBUS DEFRONTE AO SUPERMERCADO SILVEIRA, LOCALIZADO NA AV. ARAPONGAS, DONA FINA, FERRARIA."
"25588";"2026";"110";"REQ";"REQUERIMENTO";"POLACO PRETO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25588/110r.pdf";"SUBSTITUIÇÃO DE LÂMPADAS COMUNS POR LÂMPADAS DE LED NA RUA MANOEL 2, BATEIAS."
"25589";"2026";"111";"REQ";"REQUERIMENTO";"POLACO PRETO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25589/111r.pdf";"SUBSTITUIÇÃO DE LÂMPADAS COMUNS POR LÂMPADAS DE LED NA RUA MANOEL 3, BATEIAS."
"25590";"2026";"112";"REQ";"REQUERIMENTO";"POLACO PRETO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25590/112r.pdf";"A SUBSTITUIÇÃO DE LÂMPADAS COMUNS POR LÂMPADAS DE LED NA RUA ARCA, BATEIAS."
"25591";"2026";"113";"REQ";"REQUERIMENTO";"POLACO PRETO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25591/113r.pdf";"SUBSTITUIÇÃO DE LÂMPADAS COMUNS POR LÂMPADAS DE LED NA RUA JULIO BUGNHAKI, VILA DE LURDES."
"25592";"2026";"115";"REQ";"REQUERIMENTO";"ROGÉRIO DA VIAÇÃO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25592/115r.pdf";"ALTERAÇÃO DA ROTA DE ÔNIBUS QUE FAZ A LINHA PARTENOPE, EXCLUINDO DA ROTA A PASSAGEM PELAS RUAS DANIEL SEGURO, MARIA IGNEZ SEGURO, ANTÓNIO SEGURO E ADICIONANDO A PASSAGEM PELAS RUAS JOÃO STUKAS, DOM PEDRO II E ANTONIO BOARON."
"25593";"2026";"116";"REQ";"REQUERIMENTO";"ROGÉRIO DA VIAÇÃO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25593/116r.pdf";"QUE SEJA ALTERADO O PONTO DE ÔNIBUS DA RUA MARIA IGNEZ SEGURO PARA A RUA ANTÓNIO BOARON."
"25594";"2026";"117";"REQ";"REQUERIMENTO";"JUNIOR ANDREASSA";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25594/117r.pdf";"PEDIDO PARA INSTALAÇÃO DE UM PONTO DE ÔNIBUS NA RUA XAVIER DA SILVA, NAS PROXIMIDADES DO NÚMERO 1443."
"25595";"2026";"118";"REQ";"REQUERIMENTO";"JUNIOR ANDREASSA";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25595/118r.pdf";"INSTALAÇÃO DE UM BEBEDOURO COM ÁGUA GELADA E DE UM LAVATÓRIO PARA HIGIENIZAÇÃO NA PRAÇA DA POLÔNIA."
"25596";"2026";"119";"REQ";"REQUERIMENTO";"JUNIOR ANDREASSA";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25596/119r.pdf";"INSTALAÇÃO DE UMA LIXEIRA COMUNITÁRIA NA AVENIDA MARCELO PUPPI, NO BAIRRO BOM JESUS, ESPECIFICAMENTE PRÓXIMO À PASSARELA DO RIVABEM (ATRÁS DA ANTIGA OFICINA DO HERMANN)."
"25597";"2026";"120";"REQ";"REQUERIMENTO";"JUNIOR ANDREASSA";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25597/120r.pdf";"A EXECUÇÃO DE PAVIMENTAÇÃO ASFÁLTICA NA RUA C, BAIRRO RIVABEM."
"25598";"2026";"121";"REQ";"REQUERIMENTO";"JUNIOR ANDREASSA";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25598/121r.pdf";"INSTALAÇÃO DE REDUTOR DE VELOCIDADE (LOMBADA OU FAIXA ELEVADA) NA RUA CASEMIRO DE ABREU, BAIRRO SÃO MARCOS."
"25599";"2026";"129";"REQ";"REQUERIMENTO";"GENÉSIO DA VITAL";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25599/129r.pdf";"SOLICITAR ROÇADA EM TODA A EXTENSÃO DA RUA AGOSTINHO MOCELIN - BAIRRO FERRARI."
"25600";"2026";"130";"REQ";"REQUERIMENTO";"GENÉSIO DA VITAL";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25600/130r.pdf";"REALIZAR OBRA DE PINTURA DA LOMBADA NA RUA SANTA MARIANA EM FRENTE AO NO 476."
"25601";"2026";"131";"REQ";"REQUERIMENTO";"GENÉSIO DA VITAL";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25601/131r.pdf";"COLOCAÇÃO DE MEIO FIO NA RUA MAURÍLIO MOCELIN FERREIRA NO 69 - LOTEAMENTO SÃO JERÓNIMO."
"25602";"2026";"133";"REQ";"REQUERIMENTO";"GUSTAVO TORRES";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25602/133r.pdf";"MANUTENÇÃO NO ASFALTO DA RUA DAS BROMÉLIAS, ESQUINA COM O PORTÃO DO AMBULATÓRIO DO ROCIO."
"25603";"2026";"134";"REQ";"REQUERIMENTO";"GUSTAVO TORRES";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25603/134r.pdf";"INSTALAÇÃO DE LOMBADA NA RUA SÃO SILVESTRE, BAIRRO SÃO LUIZ."
"25604";"2026";"135";"REQ";"REQUERIMENTO";"GUSTAVO TORRES";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25604/135r.pdf";"DESOBSTRUÇÃO DE GALERIA NO BAIRRO SÃO LUIZ."
"25605";"2026";"136";"REQ";"REQUERIMENTO";"GUSTAVO TORRES";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25605/136r.pdf";"SOLICITAÇÃO DE INSTALAÇÃO DE PONTO DE ÔNIBUS NA RUA MANIFE JULIO NO 344, BAIRRO SÃO LUIZ."
"25606";"2026";"137";"REQ";"REQUERIMENTO";"RAFAEL FREITAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25606/137r.pdf";"TRANSPARÊNCIA NA DESTINAÇÃO DOS RECURSOS ARRECADADOS COM AS MULTAS DE TRÂNSITO."
"25607";"2026";"138";"REQ";"REQUERIMENTO";"ROGÉRIO DA VIAÇÃO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25607/138r.pdf";"SUBSTITUIÇÃO DO PONTO DE ÔNIBUS EXISTENTE POR UM PONTO DE ÔNIBUS COBERTO NA ESTRADA DO PAVÃOZINHO."
"25608";"2026";"139";"REQ";"REQUERIMENTO";"ROGÉRIO DA VIAÇÃO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25608/139r.pdf";"INSTALAÇÃO DE UMA LIXEIRA COMUNITÁRIA PRÓXIMO AO PONTO DE ÔNIBUS EXISTENTE NA ESTRADA DO PAVÃOZINHO."
"25609";"2026";"140";"REQ";"REQUERIMENTO";"ROGÉRIO DA VIAÇÃO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25609/140r.pdf";"INSTALAÇÃO DE UMA LIXEIRA COMUNITÁRIA PRÓXIMO AO MERCADO MOREIRA LOCALIZADO NA ESTRADA DO PAVÃOZINHO."
"25610";"2026";"141";"REQ";"REQUERIMENTO";"RAFAEL FREITAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25610/141r.pdf";"PRESTAÇÃO DE CONTAS DETALHADA DA DESTINAÇÃO DOS RECURSOS ARRECADADOS COM AS MULTAS DE TRÂNSITO DE 2025."
"25611";"2026";"142";"REQ";"REQUERIMENTO";"RAFAEL FREITAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25611/142r.pdf";"COMPRA DE IODETO DE POTÁSSIO PARA A VIGILÂNCIA AMBIENTAL."
"25612";"2026";"144";"REQ";"REQUERIMENTO";"ROGERIO DAS TINTAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25612/144r.pdf";"INSTALAÇÃO DE PARQUINHO INFANTIL AO LADO DO ANTIGO POSTO DE SAÚDE JARDIM DAS PALMEIRAS, LOCALIZADO NA RUA MARIA IGNEZ SEGURO."
"25613";"2026";"145";"REQ";"REQUERIMENTO";"ROGERIO DAS TINTAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25613/145r.pdf";"PATROLAMENTO E ENSAIBRAMENTO NA ESTRADA DA TAQUARA."
"25614";"2026";"146";"REQ";"REQUERIMENTO";"ROGERIO DAS TINTAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25614/146r.pdf";"REFORMA DA PONTE DO RIO DOS MATOS NA LOCALIZAÇÃO CHAMADO DE RASGADO."
"25615";"2026";"148";"REQ";"REQUERIMENTO";"ATHOS MARTINEZ";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25615/148r.pdf";"DE VIABILIZAR O MANILHAMENTO DA RUA GENERAL ARCI NEVES BAIRRO: FAZENDINHA."
"25616";"2026";"149";"REQ";"REQUERIMENTO";"ATHOS MARTINEZ";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25616/149r.pdf";"VIABILIZAR O MANILHAMENTO DA RUA VITÓRIO SIQUEIRA BAIRRO: SALGADINHO."
"25617";"2026";"150";"REQ";"REQUERIMENTO";"ATHOS MARTINEZ";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25617/150r.pdf";"VIABILIZAR A DEDETIZAÇÃO POR PULVERIZACÃO PARA CONTROLE DE PRAGAS NAS ÁREAS DE CIRCULACÃO DE PÚBLICO DO PARQUE DA LAGOA."
"25618";"2026";"151";"REQ";"REQUERIMENTO";"ATHOS MARTINEZ";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25618/151r.pdf";"VIABILIZAR A DEDETIZAÇÃO POR PULVERIZACÃO PARA CONTROLE DE PRAGAS NAS ÁREAS DE CIRCULACÃO DE PÚBLICO DO PARQUE NEWTON PUPA."
"25619";"2026";"152";"REQ";"REQUERIMENTO";"ATHOS MARTINEZ";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25619/152r.pdf";"ESTUDO DE VIABILIDADE PARA O ALARGAMENTO DA RUA: PEDRO MACON, BAIRRO: SALGADINHO."
"25620";"2026";"153";"REQ";"REQUERIMENTO";"GUSTAVO TORRES";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25620/153r.pdf";"COLOCAÇÃO DE PARALELEPÍPEDO NA RUA IDAIR ANTÔNIA TORRES SIQUEIRA."
"25621";"2026";"154";"REQ";"REQUERIMENTO";"SARGENTO LEANDRO CHRESTANI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25621/154r.pdf";"SOLICITANDO COLOCAÇÃO DE MEIO-FIOS NA RUA PAVÃO, DO NUMERAL 4 ATÉ O 388, VILA GILCY, FERRARIA."
"25622";"2026";"155";"REQ";"REQUERIMENTO";"SARGENTO LEANDRO CHRESTANI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25622/155r.pdf";"SOLICITANDO QUE SEJA NOTIFICADA A EMPRESA RESPONSÁVEL PELA EXECUÇÃO DO SERVIÇO FEITO NA RUA ERNESTO CARLOS ZOPPO, PRÓXIMO AO NUMERAL 108, NO BAIRRO SANTA ANGELA, FERRARIA, PARA QUE RETORNE AO LOCAL E REALIZE OS DEVIDOS REPAROS NA PAVIMENTAÇÃO."
"25624";"2026";"156";"REQ";"REQUERIMENTO";"SARGENTO LEANDRO CHRESTANI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25624/156r.pdf";"PEDIDO DE PROVIDÊNCIAS AO PODER EXECUTIVO DE CAMPO LARGO, SOLICITANDO IMPLANTAÇÃO DE UMA PISCINA JUNTO À CONSTRUÇÃO DO CEU (CENTRO DE ARTES E ESPORTES UNIFICADOS) QUE SERÁ REALIZADO PRÓXIMO AO DESTACAMENTO DA POLÍCLA MILITAR, RUA MATO GROSSO, FERRARIA."
"25625";"2026";"157";"REQ";"REQUERIMENTO";"SARGENTO LEANDRO CHRESTANI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25625/157r.pdf";"PEDIDO DE PROVIDÊNCIAS AO PODER EXECUTIVO DE CAMPO LARGO, SOLICITANDO INSTALAÇÃO DE REDUTOR DE VELOCIDADE (TACHÕES/TARTARUGAS) NA AV. ARAPONGAS, PRÓXIMO AO NUMERAL 301, VILA GILCY, FERRARIA."
"25626";"2026";"158";"REQ";"REQUERIMENTO";"SARGENTO LEANDRO CHRESTANI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25626/158r.pdf";"SOLICITAÇÃO DE PODA DE GALHOS DE ÁRVORES EM PROXIMIDADE COM A REDE ELÉTRICA, NA EXTENSÃO DA RUA TRÊS LAGOS, LOCALIZADA NA COLÓNIA RIVIER, CAMPO LARGO."
"25627";"2026";"159";"REQ";"REQUERIMENTO";"TOMAZINA";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25627/159r.pdf";"SOLICITANDO ESTUDO TÉCNICO PARA READEQUAÇÃO DO SISTEMA VIÁRIO NO CRUZAMENTO ENTRE A RUA ADEMAR DE BARROS, MARGINAL AYRTON SENNA E AVENIDA MARCELO PUPPI. COM FINALIDADE DE TRANSFERIR A IMPLANTAÇÃO DA ROTARÓRIA EXISTENTE PARA A AVENIDA MARCELO PUPPI, CONFORME ANEXO."
"25628";"2026";"160";"REQ";"REQUERIMENTO";"TOMAZINA";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25628/160r.pdf";"SOLICITANDO AVALIAÇÃO TÉCNICA E POSTERIOR REPARO DA CALÇADA LOCALIZADA EM FRENTE AO IMÓVEL SITUADO NA RUA RUI BARBOSA, Nº 1111."
"25629";"2026";"161";"REQ";"REQUERIMENTO";"ALEXANDRE GUIMARÃES";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25629/161r.pdf";"SOLICITAR A REALIZAÇÃO DE ROÇADA NA AV. SÃO JERÔNIMO, DISTRITO DA FERRARIA, PRÓXIMO AO PONTO DE ÔNIBUS."
"25630";"2026";"162";"REQ";"REQUERIMENTO";"ALEXANDRE GUIMARÃES";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25630/162r.pdf";"SOLICITAR A REALIZAÇÃO DE SERVIÇO DE ROÇADA NA RUA JOÃO MOCELIN FERREIRA, LOTEAMENTO SÃO GERÔNIMO."
"25631";"2026";"163";"REQ";"REQUERIMENTO";"ALEXANDRE GUIMARÃES";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25631/163r.pdf";"SOLICITAR A REALIZAÇÃO DE VISTORIA TÉCNICA EM ÁREA LOCALIZADA NA RUA ALBERTO GONÇALVES, PRÓXIMO AO NO 757, JARDIM KELI CRISTINA."
"25632";"2026";"164";"REQ";"REQUERIMENTO";"ALEXANDRE GUIMARÃES, VICTOR BINI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25632/164r.pdf";"SOLICITAR A CONSTRUÇÃO DE UMA PRAÇA DE EDUCAÇÃO EM ÁREA LOCALIZADA AO LADO DA ESCOLA MUNICIPAL JOÃO SANTANA, CAMPO DO MEIO."
"25633";"2026";"165";"REQ";"REQUERIMENTO";"ALEXANDRE GUIMARÃES";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25633/165r.pdf";"SOLICITAR A REALIZAÇÃO DE ROÇADA NA RUA OSWALDO CRUZ, ESQUINA COM A RUA GONÇALVES DIAS."
"25634";"2026";"166";"REQ";"REQUERIMENTO";"GENÉSIO DA VITAL";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25634/166r.pdf";"SOLICITAR ROÇADA EM TODA A EXTENSÃO DA RUA COPACABANA - BAIRRO RIVABEM."
"25635";"2026";"167";"REQ";"REQUERIMENTO";"LUIZ SCERVENSKI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25635/167r.pdf";"MANUTENCÃO. LIMPEZA E TROCA DA TAMPA DE BUEIRO, LOCALIZADO NA RUA ALCEBIADES AFONSO GUIMARÃES EM FRENTE AO NÚMERO 17."
"25636";"2026";"168";"REQ";"REQUERIMENTO";"LUIZ SCERVENSKI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25636/168r.pdf";"MANUTENCÃO ASFÁLTICA NA RUA FRANCISCO CHEMIN PRÓXIMO A NUMERAÇÃO 350, BAIRRO VILA BANCÁRIA."
"25637";"2026";"169";"REQ";"REQUERIMENTO";"LUIZ SCERVENSKI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25637/169r.pdf";"MANUTENCÃO ASFÁLTICA NA AVENIDA DO CANAL QUASE EM FRENTE AO NÚMERO 39 BAIRRO VILA OTTO."
"25638";"2026";"170";"REQ";"REQUERIMENTO";"LUIZ SCERVENSKI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25638/170r.pdf";"SOLICITANDO PROVIDÊNCIAS PARA O CONSERTO E A REFORMA DA PONTE LOCALIZADA NA ESTRADA DOM RODRIGO (CONHECIDA COMO PONTE MANOEL DIAS). INCLUINDO A INSTALACÃO DE GRADES DE CONTENCÃO E DEMAIS MELHORIAS NECESSÁRIAS À SEGURANCA LOCAL. COLÔNIA DOM RODRIGO."
"25639";"2026";"171";"REQ";"REQUERIMENTO";"LUIZ SCERVENSKI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25639/171r.pdf";"SOLICITANDO PROVIDÊNCIAS PARA REALIZACÃO DE ANÁLISE E VIABILIDADE PARA EXECUÇÃO DO FECHAMENTO DOS REFERIDOS CANTEIROS PRÓXIMOS AS NUMERACÔES 1488 E 1490, NA RUA CAETANO MUNHOZ BAIRRO OURO VERDE."
"25640";"2026";"172";"REQ";"REQUERIMENTO";"VICTOR BINI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25640/172r.pdf";"SOLICITANDO INSTALAÇÃO DE ROTATÓRIA, NO ENCONTRO ENTRE AS RUAS SALMÃO E JOÃO STUKS, BAIRRO TRÊS RIOS, DESTE MUNICÍPIO."
"25641";"2026";"173";"REQ";"REQUERIMENTO";"VICTOR BINI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25641/173r.pdf";"SOLICITANDO QUE O PODER EXECUTIVO DISPONIBILIZE UMA UNIDADE MÓVEL DE SAÚDE PARA ATENDER OS MORADORES DA REGIÃO DO TAQUARAL, NESTE MUNICÍPIO."
"25642";"2026";"174";"REQ";"REQUERIMENTO";"VICTOR BINI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25642/174r.pdf";"SOLICITANDO MELHORIAS EM ILUMINAÇÃO PÚBLICA NO ENCONTRO ENTRE AS RUAS SALMÃO E JOÃO STUKAS, BAIRRO TRÊS RIOS, DESTE MUNICÍPIO."
"25643";"2026";"177";"REQ";"REQUERIMENTO";"GENÉSIO DA VITAL";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25643/177r.pdf";"A CONSTRUÇÃO DE UMA ROTATÓRIA NA RUA CAETANO MUNHOZ DA ROCHA, PRÓXIMO AO VIADUTO DO GUABIROBA."
"25655";"2026";"183";"REQ";"REQUERIMENTO";"VICTOR BINI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25655/183r.pdf";"SOLICITANDO RECONSTRUÇÃO COM ESTRUTURAS DE GALERIA DA PONTE NA REGIÃO DO FELPUDO, NA CONHECIDA ANTIGA ESTRADA DO LIXÃO DESTE MUNICÍPIO."
"25656";"2026";"184";"REQ";"REQUERIMENTO";"VICTOR BINI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25656/184r.pdf";"SOLICITANDO IMPLANTAÇÃO DO PROGRAMA TEATIVO NO MUNICÍPIO DE CAMPO LARGO."
"25657";"2026";"185";"REQ";"REQUERIMENTO";"SENSEI CLOVIS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25657/185r.pdf";"MANUTENÇÃO DA PONTE NA LOCALIDADE DA GEADA (CONHECIDA COMO PONTE DO NORDO). DISTRITO DE TRÊS CÓRREGOS, INTERIOR DO MUNICÍPIO."
"25658";"2026";"186";"REQ";"REQUERIMENTO";"ROGERIO DAS TINTAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25658/186r.pdf";"REPERFILAMENTO ASFÁLTICO NA AVENIDA MARCELO PUPPI, BAIRRO BOM JESUS, ENTRE AS RUAS ROMUALDO PORTUGAL E RUA ADEMAR DE BARROS."
"25659";"2026";"189";"REQ";"REQUERIMENTO";"RAFAEL FREITAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25659/189r.pdf";"ATAS DAS REUNIÕES REALIZADAS PELO CONSELHO MUNICIPAL DE TRÂNSITO (COMUTRAN) NOS ANOS DE 2025 E 2026."
"25660";"2026";"190";"REQ";"REQUERIMENTO";"RAFAEL FREITAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25660/190r.pdf";"COMPARTILHAMENTO DE DADOS DE USUÁRIOS DO SERVIÇO DE SAÚDE MUNICIPAL (UBS, UPA) COM AS SECRETARIAS MUNICIPAIS DE ORDEM PÚBLICA E DE DESENVOLVIMENTO SOCIAL."
"25662";"2026";"191";"REQ";"REQUERIMENTO";"ANDRÉ GABARDO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25662/191r.pdf";"REALIZAÇÃO DO EVENTO CAMPO LARGO LOUVA - FESTIVAL DE MÚSICA CRISTÃ."
"25663";"2026";"192";"REQ";"REQUERIMENTO";"ANDRÉ GABARDO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25663/192r.pdf";"REALIZAÇÃO DO EVENTO CAMPO LARGO ROCK SOLIDÁRIO."
"25666";"2026";"193";"REQ";"REQUERIMENTO";"ROGERIO DAS TINTAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25666/193r.pdf";"ROÇADA NA RUA PEDRO BADUI, JARDIM DAS PALMAS."
"25667";"2026";"194";"REQ";"REQUERIMENTO";"POLACO PRETO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25667/194r.pdf";"ENCAMINHADO PEDIDO DE PROVIDÊNCIAS AO PODER EXECUTIVO DESSE MUNICÍPIO REQUERENDO REPERFILAMENTO ASFÁLTICO NA RUA DAMASO PADILHA FERREIRA, LOT. SÃO GERÔNIMO."
"25674";"2026";"204";"REQ";"REQUERIMENTO";"JUNIOR ANDREASSA";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25674/204r.pdf";"INSTALAÇÃO DE REDUTOR DE VELOCIDADE (LOMBADA) NA RUA HIPÓLITO FERREIRA PORTELLA, Nº 275."
