data_sessao;tipo_materia;numero_materia;ano_materia;ementa_curta;nome_vereador;voto
2026-02-03;ELEIÇÃO DE COMISSÕES;1;2026;ELEIÇÃO DOS MEMBROS DAS COMISSÕES PERMANENTES DA CAMARA MUNICIPAL DE CAMPO LARGO - 2ª SESSÃO LEGISLATIVA DA 41ª LEGISLATURA (2026);ALEXANDRE GUIMARÃES;Não Votou
2026-02-03;ELEIÇÃO DE COMISSÕES;1;2026;ELEIÇÃO DOS MEMBROS DAS COMISSÕES PERMANENTES DA CAMARA MUNICIPAL DE CAMPO LARGO - 2ª SESSÃO LEGISLATIVA DA 41ª LEGISLATURA (2026);ANDRÉ GABARDO;Sim
2026-02-03;ELEIÇÃO DE COMISSÕES;1;2026;ELEIÇÃO DOS MEMBROS DAS COMISSÕES PERMANENTES DA CAMARA MUNICIPAL DE CAMPO LARGO - 2ª SESSÃO LEGISLATIVA DA 41ª LEGISLATURA (2026);ATHOS MARTINEZ;Sim
2026-02-03;ELEIÇÃO DE COMISSÕES;1;2026;ELEIÇÃO DOS MEMBROS DAS COMISSÕES PERMANENTES DA CAMARA MUNICIPAL DE CAMPO LARGO - 2ª SESSÃO LEGISLATIVA DA 41ª LEGISLATURA (2026);GENÉSIO DA VITAL;Sim
2026-02-03;ELEIÇÃO DE COMISSÕES;1;2026;ELEIÇÃO DOS MEMBROS DAS COMISSÕES PERMANENTES DA CAMARA MUNICIPAL DE CAMPO LARGO - 2ª SESSÃO LEGISLATIVA DA 41ª LEGISLATURA (2026);GUSTAVO TORRES;Sim
2026-02-03;ELEIÇÃO DE COMISSÕES;1;2026;ELEIÇÃO DOS MEMBROS DAS COMISSÕES PERMANENTES DA CAMARA MUNICIPAL DE CAMPO LARGO - 2ª SESSÃO LEGISLATIVA DA 41ª LEGISLATURA (2026);JUNIOR ANDREASSA;Sim
2026-02-03;ELEIÇÃO DE COMISSÕES;1;2026;ELEIÇÃO DOS MEMBROS DAS COMISSÕES PERMANENTES DA CAMARA MUNICIPAL DE CAMPO LARGO - 2ª SESSÃO LEGISLATIVA DA 41ª LEGISLATURA (2026);LUIZ SCERVENSKI;Sim
2026-02-03;ELEIÇÃO DE COMISSÕES;1;2026;ELEIÇÃO DOS MEMBROS DAS COMISSÕES PERMANENTES DA CAMARA MUNICIPAL DE CAMPO LARGO - 2ª SESSÃO LEGISLATIVA DA 41ª LEGISLATURA (2026);POLACO PRETO;Sim
2026-02-03;ELEIÇÃO DE COMISSÕES;1;2026;ELEIÇÃO DOS MEMBROS DAS COMISSÕES PERMANENTES DA CAMARA MUNICIPAL DE CAMPO LARGO - 2ª SESSÃO LEGISLATIVA DA 41ª LEGISLATURA (2026);RAFAEL FREITAS;Sim
2026-02-03;ELEIÇÃO DE COMISSÕES;1;2026;ELEIÇÃO DOS MEMBROS DAS COMISSÕES PERMANENTES DA CAMARA MUNICIPAL DE CAMPO LARGO - 2ª SESSÃO LEGISLATIVA DA 41ª LEGISLATURA (2026);ROGERIO DAS TINTAS;Sim
2026-02-03;ELEIÇÃO DE COMISSÕES;1;2026;ELEIÇÃO DOS MEMBROS DAS COMISSÕES PERMANENTES DA CAMARA MUNICIPAL DE CAMPO LARGO - 2ª SESSÃO LEGISLATIVA DA 41ª LEGISLATURA (2026);ROGÉRIO DA VIAÇÃO;Sim
2026-02-03;ELEIÇÃO DE COMISSÕES;1;2026;ELEIÇÃO DOS MEMBROS DAS COMISSÕES PERMANENTES DA CAMARA MUNICIPAL DE CAMPO LARGO - 2ª SESSÃO LEGISLATIVA DA 41ª LEGISLATURA (2026);SARGENTO LEANDRO CHRESTANI;Sim
